title,issue,issue_href,url,content_type,publish_date,abstract
Dynamic in situ growth of bonded-phase silica nanospheres on silica capillary inner walls for open-tubular liquid chromatography,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04798-1,Research Paper,23 June 2023,"Silica nanospheres (SNS) were grown on the inner walls of silica capillaries through a dynamic in situ nucleation process to prepare a highly porous and large accessible surface area substrate. The SNS were then functionalized with octadecyl (C18), 3-aminopropyltriethoxysilane (APTES), beta-cyclodextrin (β-CD), and amino groups to develop robust and efficient chromatographic stationary phases. The modified silica capillaries were exploited for open-tubular liquid chromatography (OT-LC) and open-tubular capillary electrochromatography (OT-CEC) applications. The prepared stationary phases were compared to conventional capillaries in terms of separation performance. The synthesis process was optimized, and the bonded-phase stationary phases were characterized by the electron microscopy technique. The effects of different solvents, additives, and functional groups on the geometry and chromatographic resolving power of the SNS were envisaged. The capillaries modified with octadecyl groups were evaluated for the separation of non-steroidal anti-inflammatory drugs, phenones, alkenylbenzenes, and enantiomers of chlorophenoxy herbicides. As an application instance, an SNS-C18-coated capillary was utilized for the separation of alkenylbenzenes from clove extract and protein digest medium, through OT-LC and OT-CEC techniques, respectively. The β-CD functionalized capillary was applied for the OT-CEC separation of a dichlorprop racemic mixture."
A novel dual-channel immunochromatographic strip using up-conversion nanoparticles for simultaneous detection of AFB1 and ZEN in maize,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04799-0,Research Paper,15 July 2023,"Due to universal contamination and synergistic toxicity of multiple mycotoxins in foodstuff, reliable and high-throughput detection methods for multiple mycotoxins are urgently needed in corn products. In this study, a novel dual-channel immunochromatographic assay (ICA) based on improved up-conversion nanoparticles (IUCNPs) was developed for rapidly detecting aflatoxin B1 (AFB1) and zearalenone (ZEN). The synthesized IUCNPs doped by 30% Lu3+ showed a larger size, more regular structure, and brighter fluorescence intensity than conventional UCNPs. The limits of detection (LODs) of single-channel ICA test strips for AFB1 and ZEN detection were 0.01 and 0.1 ng/mL, respectively. After the optimization, the dual-channel ICA of AFB1 and ZEN in 10 min was conducted, resulting in low detection limits of 0.025 and 0.1 ng/mL, respectively. Moreover, the built assay was revealed to be highly specific for six other food-contaminated mycotoxins, and exhibited excellent accuracy, with corresponding R2 of 0.9931 and 0.9982 in calibration curves, respectively. Long-term storage experiments indicated that the dual-channel test strips had superior stability and precision. The LODs of AFB1 and ZEN in spiked maize were 0.025 and 0.25 μg/kg, demonstrating great sensitivity and matrix tolerance. Furthermore, the IUNCP-ICA was validated by high-performance liquid chromatography (HPLC) analyses, and a satisfactory consistency was obtained in 15 natural maize samples. Thus, the IUCNPs-ICA proposed in this work realized rapid and sensitive detection of AFB1 and ZEN, providing broad application potential in on-site screening for multiple mycotoxins in agricultural products."
A selective fluorescent turn-on probe for imaging and sensing of hydrogen peroxide in living cells,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04800-w,Research Paper,17 June 2023,"Fluorescent turn-on probes have been extensively used in disease diagnosis and research on pathological disease mechanisms because of their low background interference. Hydrogen peroxide (H2O2) plays a vital role in regulating various cellular functions. In the current study, a fluorescent probe, HCyB, based on hemicyanine and arylboronate structures, was designed to detect H2O2. HCyB reacted with H2O2 and exhibited a good linear relationship for H2O2 concentrations ranging from 15 to 50 μM and good selectivity over other species. The fluorescent detection limit was 76 nM. Moreover, HCyB exhibited less toxicity and mitochondrial-targeting abilities. HCyB was successfully used to monitor exogenous or endogenous H2O2 in mouse macrophage RAW 264.7, human skin fibroblast WS1, breast cancer cell MDA-MB-231, and human leukemia monocytic THP1 cells."
"Fast profiling of primary, secondary, conjugated, and sulfated bile acids in human urine and murine feces samples","August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04802-8,Research Paper,20 June 2023,"Bile acids (BAs) are a complex class of metabolites that have been described as specific biomarkers of gut microbiota activity. The development of analytical methods allowing the quantification of an ample spectrum of BAs in different biological matrices is needed to enable a wider implementation of BAs as complementary measures in studies investigating the functional role of the gut microbiota. This work presents results from the validation of a targeted ultra-high performance liquid chromatography-tandem mass spectrometry (UHPLC-MS/MS) method for the determination of 28 BAs and six sulfated BAs, covering primary, secondary, and conjugated BAs. The analysis of 73 urine and 20 feces samples was used to test the applicability of the method. Concentrations of BAs in human urine and murine feces were reported, ranging from 0.5 to 50 nmol/g creatinine and from 0.012 to 332 nmol/g, respectively. Seventy-nine percent of BAs present in human urine samples corresponded to secondary conjugated BAs, while 69% of BAs present in murine feces corresponded to primary conjugated BAs. Glycocholic acid sulfate (GCA-S) was the most abundant BA in human urine samples, while taurolithocholic acid was the lowest concentrated compound detected. In murine feces, the most abundant BAs were α-murocholic, deoxycholic, dehydrocholic, and β-murocholic acids, while GCA-S was the lowest concentrated BA. The presented method is a non-invasive approach for the simultaneous assessment of BAs and sulfated BAs in urine and feces samples, and the results will serve as a knowledge base for future translational studies focusing on the role of the microbiota in health."
Rapid detection of Shiga-toxin-producing Escherichia coli O157:H7 based on a colorimetric loop-mediated isothermal amplification (cLAMP) assay using a molecular beacon paired with HRPzyme,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04803-7,Research Paper,27 June 2023,"Contamination by Escherichia coli O157:H7 is considered a threat in the livestock and food industries. Therefore, it is necessary to develop methods for the convenient and rapid detection of Shiga-toxin-producing E. coli O157:H7. This study aimed to develop a colorimetric loop-mediated isothermal amplification (cLAMP) assay using a molecular beacon to rapidly detect E. coli O157:H7. Primers and a molecular beacon were designed for targeting the Shiga-toxin-producing virulence genes (stx1 and stx2) as molecular markers. Additionally, Bst polymerase concentration and amplification conditions for bacterial detection were optimized. The sensitivity and specificity of the assay were also investigated and validated on artificially tainted (100–104 CFU/g) Korean beef samples. The cLAMP assay could detect 1 × 101 CFU/g at 65 °C for both genes, and the assay was confirmed to be specific for E. coli O157:H7. The cLAMP takes about an hour and does not require expensive devices (e.g., thermal cycler and detector). Hence, the cLAMP assay proposed herein can be used in the meat industry as a fast and simple way to detect E. coli O157:H7."
Polypyrrole/carbon dot nanocomposite as an electrochemical biosensor for liquid biopsy analysis of tryptophan in the human serum of normal and breast cancer women,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04784-7,Research Paper,04 July 2023,"Liquid biopsy analysis represents a suitable alternative analysis procedure in several cases where no tumor tissue is available or in poor patient conditions. Amino acids can play a crucial role in aiding cancer diagnosis. Monitoring of tryptophan (Trp) catabolism can aid in tracking cancer progression. Therefore, a novel nanocomposite was fabricated using overoxidized polypyrrole film doped with nano-carbon dots (nano-CDs) on the pencil graphite electrode (PGE) surface for sensitive evaluation of Trp in human serum. Using square wave voltammetry (SWV), the overoxidized polypyrrole/carbon dots/pencil graphite electrode (Ov-Ox PPy/CDs/PGE) achieved excellent electrochemical catalytic activity for evaluating Trp. The modified electrode, known as Ov-Ox PPy/CDs/PGE, demonstrated superior electrochemical catalytic activity compared to bare PGE, CDs/PGE, PPy/PGE, and PPy/CDs/PGE for evaluation of Trp. The method’s excellent sensitivity was confirmed by the low limits of detection (LOD = 0.003 μmol L−1) and limit of quantitation (LOQ = 0.009 μmol L−1). The biosensor that was developed can measure tryptophan (Trp) levels in the serum of both healthy individuals and female breast cancer patients with high accuracy and sensitivity. The results indicate that there is a significant difference, as shown by the F-test, between healthy individuals and those with breast cancer. This suggests that Trp amino acid could be an essential biomarker for cancer diagnosis. Consequently, liquid biopsy analysis presents a valuable opportunity for early disease detection, particularly for cancer."
Development and validation of an eco-compatible UV–Vis spectrophotometric method for the determination of Cu2+ in aqueous matrices,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04785-6,Research Paper,14 June 2023,"Cu2+ are ubiquitous ions in the ecosystem and are responsible of serious environmental pollution. Indeed, the development of sensitive methods for Cu2+ detection is an urgent demand. In this work, we proposed a new spectrophotometric method for Cu2+ determination in different water matrices (distilled water, drinking water, wastewater, and river water). The method employs a bio-based organic ligand namely tetrasodium iminodisuccinate (IDS) able to form a stable complex with the analyte with a maximum absorption at 710 nm. Within the linear range of 6.3–381 mg L−1, the limit of detection (LOD) was determined to be as 1.43 mg L−1. Moreover, the recovery data of the spiked analysis of drinking/river/wastewater water samples were also satisfactory and verified the feasibility of the method for the analysis of Cu2+ in natural conditions. Finally, the AGREE assessment tool was used for a quantitative evaluation of the proposed method and reference method, in agreement with the green analytical chemistry principles. The results showed the lower environmental impact of the proposed method and the suitability of this novel approach for Cu2+ in water matrices."
Molecularly imprinted thermosensitive probe based on fluorescent advanced glycation end products to detect α-dicarbonyl compounds and inhibit pyrraline formation,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04787-4,Research Paper,21 June 2023,"A thermal-sensitive molecularly imprinted optosensing probe based on fluorescent advanced glycation end products (AGEs) was prepared by one-pot hydrothermal synthesis. Carbon dots (CDs) derived from fluorescent AGEs were used as the luminous centers, while molecularly imprinted polymers (MIPs) were wrapped outside of the CDs to form specific target recognition sites to highly selectively adsorb the intermediate product of AGEs of 3-deoxyglucosone (3-DG). Thermosensitive N-isopropylacrylamide (NIPAM) was combined with acrylamide (AM) as co-functional monomers, and ethylene glycol dimethacrylate (EGDMA) was chosen as a cross-linker for targeting identification and detection of 3-DG. Under optimal conditions, the fluorescence of MIPs could be gradually quenched with the adsorption of 3-DG on the surface of MIPs in the linear range of 1–160 μg/L, and the detection limit was 0.31 μg/L. The spiked recoveries of MIPs ranged from 82.97 to 109.94% in two milk samples, and the relative standard deviations were all less than 1.8%. In addition, the inhibition rate for non-fluorescent AGEs of pyrraline (PRL) was 23% by adsorbing 3-DG in the simulated milk system of casein and d-glucose, indicating that temperature-responsive MIPs not only could detect the dicarbonyl compound 3-DG quickly and sensitively, but also had an excellent inhibitory effect on AGEs."
Sample pooling and incurred samples improve analytical throughput and quality control of lipophilic phycotoxins screening in bivalve mollusks,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04788-3,Research Paper,22 June 2023,"Lipophilic marine biotoxins (LMBs) are one of the main risks associated with the consumption of mussels and oysters. Sanitary and analytical control programs are developed to detect the occurrence of these toxins in seafood before they reach toxic levels. To ensure quick results, methods must be easy and fast to perform. In this work, we demonstrated that incurred samples were a viable alternative to validation and internal quality control studies for the analysis of LMBs in bivalve mollusks. These samples were used to optimize, validate, and monitor a simple and fast ultrasound-assisted extraction (UAE) procedure. An internal quality control material containing okadaic acid (227 ± 46 µg kg−1) was produced and characterized. This material had its homogeneity and stability verified and was included as a quality control in all batches of analytical routine. Besides, a sample pooling protocol for extracts analysis was developed, based on tests for COVID-19. Up to 10 samples could be analyzed simultaneously, reducing the instrumental time of analysis by up to 80%. The UAE and sample pooling approaches were then applied to more than 450 samples, of which at least 100 were positive for the okadaic acid group of toxins."
Synthesis of a novel isotopically labelled standard for quantification of γ-nonalactone in New Zealand Pinot noir via SIDA-SPE-GC–MS,"August 2023, issue 20",/journal/216/volumes-and-issues/415-20,https://link.springer.com/article/10.1007/s00216-023-04789-2,Research Paper,13 June 2023,"γ-Nonalactone is a linear aliphatic lactone ubiquitous in wine, associated with coconut, sweet, and stone fruit aroma descriptors. Little research has been conducted looking at the importance of this compound to New Zealand (NZ) wine aroma. 2H213C2-γ-Nonalactone, a novel isotopologue of γ-nonalactone, was synthesised in this work for use in a stable isotope dilution assay (SIDA) for quantification of γ-nonalactone in NZ Pinot noir wines for the first time. Synthesis was carried out using heptaldehyde as the starting material, and 13C atoms and 2H atoms were introduced via Wittig olefination and deuterogenation steps, respectively. The suitability of this compound as an internal standard was demonstrated by spiking model wine at normal and elevated conditions during sample preparation, with subsequent analysis via mass spectrometry showing stability of 2H213C2-γ-nonalactone. A model wine calibration, with concentrations of γ-nonalactone from 0 to 100 µg L−1, was shown to have excellent linearity (R2 > 0.99), reproducibility (0.72%), and repeatability (0.38%). Twelve NZ Pinot noir wines, representative of a range of NZ Pinot noir–producing regions, prices, and vintages, were analysed by solid-phase extraction–gas chromatography–mass spectrometry (SPE-GC–MS). The concentrations of γ-nonalactone ranged from 8.3 to 22.5 µg L−1, the latter of which was close to the odour detection threshold of this compound. These findings provide a basis for further research into γ-nonalactone and its impact on NZ Pinot noir aroma and provide a robust method for the quantification of this compound in Pinot noir."
